3.1394400597,                       100000,  2000000.1250000000
3.1435201168,                       200000,  3000000.0000000000
3.1466801167,                       300000,  3000000.0000000000
3.1372799873,                       400000,  5000000.0000000000
3.1430239677,                       500000,  6000000.0000000000
3.1421265602,                       600000,  7000000.0000000000
3.1427772045,                       700000,  9000000.0000000000
3.1430649757,                       800000,  9000000.0000000000
3.1394844055,                       900000, 12000000.0000000000
3.1400759220,                      1000000, 12000000.0000000000
3.1421198845,                      1100000, 19000000.0000000000
3.1406967640,                      1200000, 14000000.0000000000
3.1421108246,                      1300000, 15000000.0000000000
3.1418914795,                      1400000, 17000000.0000000000
3.1412880421,                      1500000, 18000000.0000000000
3.1405925751,                      1600000, 18000000.0000000000
3.1406023502,                      1700000, 20000000.0000000000
3.1412711143,                      1800000, 21000000.0000000000
3.1429915428,                      1900000, 23000000.0000000000
3.1423799992,                      2000000, 23000000.0000000000
3.1400513649,                      2100000, 30000000.0000000000
3.1418380737,                      2200000, 33000000.0000000000
3.1405251026,                      2300000, 27000000.0000000000
3.1420350075,                      2400000, 28000000.0000000000
3.1411569118,                      2500000, 29000000.0000000000
3.1405122280,                      2600000, 30000000.0000000000
3.1402444839,                      2700000, 35000000.0000000000
3.1421158314,                      2800000, 31000000.0000000000
3.1412096024,                      2900000, 37000000.0000000000
3.1437346935,                      3000000, 33000000.0000000000
3.1413187981,                      3100000, 35000000.0000000000
3.1405725479,                      3200000, 36000000.0000000000
3.1422448158,                      3300000, 35000000.0000000000
3.1400423050,                      3400000, 39000000.0000000000
3.1405360699,                      3500000, 38000000.0000000000
3.1417300701,                      3600000, 39000000.0000000000
3.1408984661,                      3700000, 42000000.0000000000
3.1408200264,                      3800000, 43000000.0000000000
3.1430349350,                      3900000, 46000000.0000000000
3.1420528889,                      4000000, 44000000.0000000000
3.1417579651,                      4100000, 47000000.0000000000
3.1418867111,                      4200000, 48000000.0000000000
3.1417319775,                      4300000, 49000000.0000000000
3.1421463490,                      4400000, 50000000.0000000000
3.1417083740,                      4500000, 51000000.0000000000
3.1408009529,                      4600000, 53000000.0000000000
3.1415472031,                      4700000, 54000000.0000000000
3.1414067745,                      4800000, 55000000.0000000000
3.1418366432,                      4900000, 57000000.0000000000
3.1424961090,                      5000000, 61000000.0000000000
3.1418156624,                      5100000, 62000000.0000000000
3.1417045593,                      5200000, 60000000.0000000000
3.1410739422,                      5300000, 63000000.0000000000
3.1412074566,                      5400000, 62000000.0000000000
3.1407613754,                      5500000, 64000004.0000000000
3.1411750317,                      5600000, 64999996.0000000000
3.1396791935,                      5700000, 64999996.0000000000
3.1430282593,                      5800000, 66000000.0000000000
3.1425578594,                      5900000, 66000000.0000000000
3.1425073147,                      6000000, 67000000.0000000000
3.1401770115,                      6100000, 71000000.0000000000
3.1420528889,                      6200000, 71000000.0000000000
3.1421556473,                      6300000, 72000000.0000000000
3.1422138214,                      6400000, 73000000.0000000000
3.1414880753,                      6500000, 76000000.0000000000
3.1414418221,                      6600000, 72000000.0000000000
3.1427700520,                      6700000, 76000000.0000000000
3.1416835785,                      6800000, 74000000.0000000000
3.1423373222,                      6900000, 78000000.0000000000
3.1413931847,                      7000000, 79000000.0000000000
3.1423645020,                      7100000, 79000000.0000000000
3.1410117149,                      7200000, 79000000.0000000000
3.1420772076,                      7300000, 82000000.0000000000
3.1418685913,                      7400000, 83000000.0000000000
3.1416628361,                      7500000, 82000000.0000000000
3.1407778263,                      7600000, 85000000.0000000000
3.1417915821,                      7700000, 84000000.0000000000
3.1419334412,                      7800000, 87000000.0000000000
3.1419832706,                      7900000, 89000000.0000000000
3.1420140266,                      8000000, 91000000.0000000000
3.1420068741,                      8100000, 92000000.0000000000
3.1420478821,                      8200000, 93000000.0000000000
3.1422150135,                      8300000, 91000000.0000000000
3.1412727833,                      8400000, 94000000.0000000000
3.1403129101,                      8500000, 95000000.0000000000
3.1425375938,                      8600000, 95000000.0000000000
3.1422970295,                      8700000, 97000000.0000000000
3.1409819126,                      8800000, 96000000.0000000000
3.1421294212,                      8900000,101000000.0000000000
3.1423151493,                      9000000, 99000000.0000000000
3.1418852806,                      9100000,102000000.0000000000
3.1411082745,                      9200000,102000000.0000000000
3.1419682503,                      9300000,103000000.0000000000
3.1414594650,                      9400000,107000000.0000000000
3.1407015324,                      9500000,108000000.0000000000
3.1428120136,                      9600000,110000000.0000000000
3.1415646076,                      9700000,108000000.0000000000
3.1409256458,                      9800000,108000000.0000000000
3.1408326626,                      9900000,111000000.0000000000
3.1418199539,                     10000000,111000000.0000000000
3.1409544945,                     10100000,110000000.0000000000
