3.1416924000,                     12200000,262000000.0000000000
3.1412789822,                     12300000,264000000.0000000000
3.1414210796,                     12400000,273000000.0000000000
3.1413106918,                     12500000,272000000.0000000000
3.1419434547,                     12600000,274000000.0000000000
3.1422736645,                     12700000,278000000.0000000000
3.1417787075,                     12800000,296000000.0000000000
3.1415491104,                     12900000,282000000.0000000000
3.1420974731,                     13000000,280000000.0000000000
3.1416959763,                     13100000,289000000.0000000000
3.1419155598,                     13200000,283000000.0000000000
3.1421036720,                     13300000,304000000.0000000000
3.1406438351,                     13400000,299000000.0000000000
3.1416299343,                     13500000,292000000.0000000000
3.1412448883,                     13600000,306000000.0000000000
3.1415760517,                     13700000,314000000.0000000000
3.1413271427,                     13800000,302000000.0000000000
3.1414821148,                     13900000,306000000.0000000000
3.1415114403,                     14000000,303000000.0000000000
3.1415207386,                     14100000,308000000.0000000000
3.1415874958,                     14200000,310000000.0000000000
3.1417193413,                     14300000,317000000.0000000000
3.1410803795,                     14400000,321000000.0000000000
3.1418676376,                     14500000,313000000.0000000000
3.1408474445,                     14600000,317000000.0000000000
3.1409995556,                     14700000,320000000.0000000000
3.1408905983,                     14800000,319000000.0000000000
3.1412227154,                     14900000,317000000.0000000000
3.1418516636,                     15000000,341000000.0000000000
3.1415464878,                     15100000,350000000.0000000000
3.1415476799,                     15200000,330000000.0000000000
3.1419126987,                     15300000,339000000.0000000000
3.1412885189,                     15400000,341000000.0000000000
3.1418631077,                     15500000,335000000.0000000000
3.1419966221,                     15600000,339000000.0000000000
3.1415164471,                     15700000,347000000.0000000000
3.1418585777,                     15800000,344000000.0000000000
3.1414539814,                     15900000,345000000.0000000000
3.1417222023,                     16000000,348000000.0000000000
3.1421928406,                     16100000,348000000.0000000000
3.1414830685,                     16200000,353000000.0000000000
3.1414165497,                     16300000,354000000.0000000000
3.1415252686,                     16400000,356000000.0000000000
3.1414570808,                     16500000,354000000.0000000000
3.1420602798,                     16600000,379000000.0000000000
3.1413810253,                     16700000,365000000.0000000000
3.1420640945,                     16800000,369000000.0000000000
3.1415615082,                     16900000,368000000.0000000000
3.1413784027,                     17000000,369000000.0000000000
3.1411092281,                     17100000,373000000.0000000000
3.1419579983,                     17200000,371000000.0000000000
3.1418039799,                     17300000,378000000.0000000000
3.1414344311,                     17400000,378000000.0000000000
3.1413164139,                     17500000,377000000.0000000000
3.1416766644,                     17600000,384000000.0000000000
3.1414170265,                     17700000,395000000.0000000000
3.1412858963,                     17800000,386000000.0000000000
3.1412956715,                     17900000,388000000.0000000000
3.1415371895,                     18000000,404000000.0000000000
3.1416263580,                     18100000,426000000.0000000000
3.1414439678,                     18200000,397000000.0000000000
3.1417565346,                     18300000,403000000.0000000000
3.1415798664,                     18400000,395000000.0000000000
3.1414933205,                     18500000,397000000.0000000000
3.1420190334,                     18600000,404000000.0000000000
3.1416389942,                     18700000,407000000.0000000000
3.1417877674,                     18800000,405000000.0000000000
3.1418013573,                     18900000,407000000.0000000000
3.1416132450,                     19000000,416000000.0000000000
3.1415705681,                     19100000,413000000.0000000000
3.1414263248,                     19200000,415000000.0000000000
3.1420755386,                     19300000,418000000.0000000000
3.1409049034,                     19400000,451000000.0000000000
3.1409697533,                     19500000,422000000.0000000000
3.1416611671,                     19600000,426000000.0000000000
3.1415944099,                     19700000,425000000.0000000000
3.1410984993,                     19800000,428000000.0000000000
3.1420772076,                     19900000,431000000.0000000000
3.1412250996,                     20000000,434000000.0000000000
